,geometry,POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,DATA_ATUALIZACAO,EOL_VERSAO_ID,NOME_EOL,DEN_AEG,X,Y,VERSAO,DATUM_EMP,OPERACAO,FUSO_AG,PROPRIETARIO,ORIGEM,OBJECTID,UF,CEG,lat,long
85,POINT (-41.57026002199996 -8.76176142471551),3.15,182.5,120.0,125.0,1621618641000,33020,Ventos de Santa Ângela 16,VSA16-08,217219.0,9030520.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Ventos de Santa Ângela ACL 16 S.A.,,86,PI,EOLCVPI033020-5-01,-8.76176142471551,-41.57026002199996
86,POINT (-38.048833068999954 -9.03179881670704),2.35,130.0,80.0,100.0,1666625847000,30789,Tacaicó,AEG7,604542.0,9001496.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Tacaicó Eólica S.A.,,87,PE,EOLCVPE030789-0-01,-9.03179881670704,-38.048833068999954
87,POINT (-37.68620266499994 -4.573841251849762),1.5,123.5,85.0,77.0,1666625847000,30369,Quixaba,AEG 12,645742.979608,9494309.07979,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Quixaba S.A,,88,CE,EOLCVCE030369-0-01,-4.573841251849762,-37.68620266499994
88,POINT (-36.92137086099996 -10.811702700651816),1.5,141.45,100.0,82.9,1666625847000,30296,Barra dos Coqueiros,WT 17,727267.0,8804067.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Energen Energias Renováveis S.A.,,89,SE,EOLCVSE030296-1-01,-10.811702700651816,-36.92137086099996
89,POINT (-35.45114253899993 -5.540238286818385),2.7,150.0,89.0,122.0,1666625847000,30872,Riachão VI,AEG 8,228433.0,9387057.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Eólica Apeliotes Ltda,,90,RN,EOLCVRN030872-2-01,-5.540238286818385,-35.45114253899993
90,POINT (-50.31188707399996 -29.927733376183625),2.0,133.0,98.0,70.0,1666625847000,28811,Sangradouro,SG-09,566415.74,6689023.35,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos do Sul Energia S.A.,,91,RS,EOLCVRS028811-0-01,-29.927733376183625,-50.31188707399996
91,POINT (-42.61398262399996 -13.907470758559196),2.35,130.0,80.0,100.0,1666625847000,30801,Joana,AEG7,757837.0,8461216.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Enel Green Power Joana Eólica S.A.,,92,BA,EOLCVBA030801-3-01,-13.907470758559196,-42.61398262399996
92,POINT (-35.93307020199995 -5.233174268828334),2.0,139.0,98.0,82.0,1666625847000,30351,Eurus VI,EU-VI-03,174833.462134,9420801.25242,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Eurus VI Energias Renováveis Ltda.,,93,RN,EOLCVRN030351-8-01,-5.233174268828334,-35.93307020199995
93,POINT (-36.21050903399998 -5.101916775832565),1.67,123.0,80.0,86.0,1666625847000,30416,Rei dos Ventos 1,RDV 07,809300.0,9435400.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Brasventos Eolo Geradora de Energia S.A.,,94,RN,EOLCVRN030416-6-01,-5.101916775832565,-36.21050903399998
94,POINT (-39.945358729999946 -2.8658339409055915),1.5,100.0,65.0,70.0,1666625847000,28441,Volta do Rio,24,394931.14965056,9683193.25044476,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Central Eólica Volta do Rio S.A.,,95,CE,EOLCVCE028441-6-01,-2.8658339409055915,-39.945358729999946
95,POINT (-39.670809842999965 -3.0103205049008306),2.1,124.0,80.0,88.0,1666625847000,28699,Icaraizinho,AEG 12,425456.0,9667242.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,,96,CE,EOLCVCE028699-0-01,-3.0103205049008306,-39.670809842999965
96,POINT (-39.97672196199995 -2.852594444906039),1.5,100.0,65.0,70.0,1666625847000,28441,Volta do Rio,11,391443.80675198,9684653.9383391,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Central Eólica Volta do Rio S.A.,,97,CE,EOLCVCE028441-6-01,-2.852594444906039,-39.97672196199995
97,POINT (-37.76115573699997 -4.438932944854164),2.1,121.5,77.5,88.0,1666625847000,28887,Bons Ventos,NBV-10,637452.256,9509239.667,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,,98,CE,EOLCVCE028887-0-01,-4.438932944854164,-37.76115573699997
98,POINT (-53.242088975999934 -33.517975848130924),2.0,145.0,100.0,90.0,1666625847000,30745,Verace I,UG10,291765.0,6289037.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Geribatu I S.A.,,99,RS,EOLCVRS030745-9-01,-33.517975848130924,-53.242088975999934
99,POINT (-39.29807565799996 -3.2658465488924677),2.7,180.0,119.0,122.0,1666625847000,32010,Estrela,AG ES-06,466885.0,9639017.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Estrela S.A.,,100,CE,EOLCVCE032010-2-01,-3.2658465488924677,-39.29807565799996
100,POINT (-35.83689410299996 -5.35073879482449),1.62,130.0,80.0,100.0,1666625847000,30889,Morro dos Ventos II,14,185564.0,9407839.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos II S.A.,,101,RN,EOLCVRN030889-7-01,-5.35073879482449,-35.83689410299996
101,POINT (-41.01681339899994 -9.260208549699874),1.5,141.0,100.0,82.0,1666625847000,37209,Casa Nova A,CNA-01,278441.0,8975752.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Companhia Hidro Elétrica do São Francisco - CHESF,,102,BA,EOLCVBA037209-9-01,-9.260208549699874,-41.01681339899994
102,POINT (-42.691182939999976 -14.149533882552118),1.68,122.0,80.0,82.5,1666625847000,30778,Dourados,DOU-05,749228.682368,8434507.87348,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Dourados S.A.,,103,BA,EOLCVBA030778-5-01,-14.149533882552118,-42.691182939999976
103,POINT (-42.47468589299996 -14.111460440553252),1.7,131.5,80.0,103.0,1666625847000,31523,Caetité C,3,772657.0,8438481.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Eólica Caetité C S.A.,,104,BA,EOLCVBA031523-0-01,-14.111460440553252,-42.47468589299996
104,POINT (-53.295807742999955 -33.649431291129254),1.79,130.0,80.0,100.0,1666625847000,31561,Verace 24,AGV24-02,287098.0,6274349.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo I S.A.,,105,RS,EOLCVRS031561-3-01,-33.649431291129254,-53.295807742999955
105,POINT (-42.610180267999965 -14.39371064754507),1.85,121.25,80.0,82.5,1666625847000,30753,Tamanduá Mirim,TAM-67,757699.0,8407394.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Tamanduá Mirim S.A.,,106,BA,EOLCVBA030753-0-01,-14.39371064754507,-42.610180267999965
106,POINT (-39.33088230799996 -3.2305805838936186),2.1,124.0,80.0,88.0,1666625847000,30336,Embuaca,AEG13,463239.0,9642914.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Embuaca Geração e Comercialização de Energia S.A,,107,CE,EOLCVCE030336-4-01,-3.2305805838936186,-39.33088230799996
107,POINT (-42.636917093999955 -14.001530636556451),1.6,121.25,80.0,82.5,1666625847000,30319,Pajeú do Vento,PVE_14,755298.0,8450874.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Pajeú do Vento S.A.,,108,BA,EOLCVBA030319-4-01,-14.001530636556451,-42.636917093999955
108,POINT (-35.46780918099995 -5.522083637818985),2.7,150.0,89.0,122.0,1666625847000,30874,Riachão IV,AEG 6,226577.0,9389058.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Eólica Anemoi Ltda.,,109,RN,EOLCVRN030874-9-01,-5.522083637818985,-35.46780918099995
109,POINT (-38.04646307599995 -9.03009241970708),2.35,130.0,80.0,100.0,1666625847000,30789,Tacaicó,AEG8,604803.0,9001684.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Tacaicó Eólica S.A.,,110,PE,EOLCVPE030789-0-01,-9.03009241970708,-38.04646307599995
110,POINT (-37.30751910699996 -4.7475727668440895),2.1,175.0,120.0,110.0,1666625847000,31866,Santo Inácio IV,SIIV-01,687716.0,9475009.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Santo Inácio IV S.A.,,111,CE,EOLCVCE031866-3-01,-4.7475727668440895,-37.30751910699996
111,POINT (-42.61875520599995 -13.896621052559471),2.35,130.0,80.0,100.0,1666625847000,30801,Joana,AEG11,757333.0,8462422.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Enel Green Power Joana Eólica S.A.,,112,BA,EOLCVBA030801-3-01,-13.896621052559471,-42.61875520599995
112,POINT (-35.88237964999996 -5.388058495823276),1.6,121.0,80.0,82.0,1666625847000,30311,Morro dos Ventos IV,AG_05_MV4,180537.75,9403685.02,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos IV S.A,,113,RN,EOLCVRN030311-9-01,-5.388058495823276,-35.88237964999996
113,POINT (-35.87531831699994 -5.366886330823969),1.6,121.0,80.0,82.0,1666625847000,30311,Morro dos Ventos IV,AG_17_MV4,181310.0,9406032.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos IV S.A,,114,RN,EOLCVRN030311-9-01,-5.366886330823969,-35.87531831699994
114,POINT (-35.974082530999965 -5.473283937820541),1.8,130.0,80.0,100.0,1666625847000,30501,Cabeço Preto IV,AEG01,170411.0,9394200.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Gestamp Eólica Moxotó S.A,,115,RN,EOLCVRN030501-4-01,-5.473283937820541,-35.974082530999965
115,POINT (-35.88230265599997 -5.353273651824403),1.6,121.0,80.0,82.0,1666625847000,30300,Morro dos Ventos VI,AG_06_MV6,180528.15,9407534.98,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos VI S.A,,116,RN,EOLCVRN030300-3-01,-5.353273651824403,-35.88230265599997
116,POINT (-35.86617614299996 -5.298685437826201),2.0,145.0,95.0,100.0,1666625847000,30515,Renascença I,UG9,182289.798,9413583.58,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energisa Geração - Central Eólica Renascença I S.A.,,117,RN,EOLCVRN030515-4-01,-5.298685437826201,-35.86617614299996
117,POINT (-35.38427333699996 -5.302283508826077),2.0,123.0,78.0,90.0,1666625847000,30622,Arizona 1,11,235742.29683257,9413413.26275412,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Arizona 1 Energia Renovável S.A.,,118,RN,EOLCVRN030622-3-01,-5.302283508826077,-35.38427333699996
118,POINT (-35.86879063799995 -5.259595538827489),2.0,145.0,95.0,100.0,1666625847000,30497,Renascença V,3,181979.0,9417910.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Renascença V Energias Renováveis S.A.,,119,RN,EOLCVRN030497-2-01,-5.259595538827489,-35.86879063799995
119,POINT (-37.76899987099995 -4.507309711851903),2.1,124.0,80.0,88.0,1666625847000,28770,Enacel,EN-04,636569.12981707,9501681.23550379,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,,120,CE,EOLCVCE028770-9-01,-4.507309711851903,-37.76899987099995
120,POINT (-42.696472462999964 -14.166452652551651),1.68,121.25,80.0,82.5,1666625847000,30779,Ametista,AEG-07,748639.0,8432641.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Ametista S.A.,,121,BA,EOLCVBA030779-3-01,-14.166452652551651,-42.696472462999964
121,POINT (-39.28054023499993 -3.2616086178926293),2.7,180.0,119.0,122.0,1666625847000,32013,Santa Mônica I,AG SM 2,468833.0,9639486.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Santa Mônica SPE S.A.,,122,CE,EOLCVCE032013-7-01,-3.2616086178926293,-39.28054023499993
122,POINT (-34.971858495999975 -6.491632247787715),0.8,98.85,74.85,48.0,1666625847000,29041,Millennium,04,281936.0,9282022.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),SPE Millennium Central Geradora Eólica S.A.,,123,PB,EOLCVPB029041-6-01,-6.491632247787715,-34.971858495999975
123,POINT (-42.65539310799994 -14.049861830555004),2.7,150.0,89.0,122.0,1666625847000,32091,Angelim,AGL - 08,753204.0,8445501.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Angelim S.A.,,124,BA,EOLCVBA032091-9-01,-14.049861830555004,-42.65539310799994
124,POINT (-41.03751422499994 -2.9127320769040344),2.1,124.0,80.0,88.0,1666625847000,28631,Praia Formosa,AEG 22,273518.0,9677847.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,,125,CE,EOLCVCE028631-1-01,-2.9127320769040344,-41.03751422499994
125,POINT (-35.96271117399993 -5.450377410821312),1.8,130.0,80.0,100.0,1666625847000,30501,Cabeço Preto IV,AEG09,171660.0,9396744.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Gestamp Eólica Moxotó S.A,,126,RN,EOLCVRN030501-4-01,-5.450377410821312,-35.96271117399993
126,POINT (-41.03267582799998 -2.9024698899044012),2.1,124.0,80.0,88.0,1666625847000,28631,Praia Formosa,AEG 09,274054.0,9678893.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,,127,CE,EOLCVCE028631-1-01,-2.9024698899044012,-41.03267582799998
127,POINT (-35.77663941399993 -5.225920097828571),2.1,150.0,93.0,114.0,1666625847000,31372,Ventos de Santo Dimas,DIM-07,192186.0,9421683.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Ventos de Santo Dimas Energias Renováveis S.A.,,128,RN,EOLCVRN031372-6-01,-5.225920097828571,-35.77663941399993
128,POINT (-35.78917655999993 -5.23189142882839),2.1,150.0,93.0,114.0,1666625847000,31372,Ventos de Santo Dimas,DIM-02,190798.0,9421016.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Ventos de Santo Dimas Energias Renováveis S.A.,,129,RN,EOLCVRN031372-6-01,-5.23189142882839,-35.78917655999993
129,POINT (-41.455254641999936 -11.879858779619335),2.0,126.5,78.0,97.0,1666625847000,31337,Maniçoba,Maniçoba 06,232530.0,8685551.0,Versão Válida,SIRGAS2000,Não,UTM 24 S (MER -39),Enel Green Power Maniçoba Eólica S.A.,,130,BA,EOLCVBA031337-8-01,-11.879858779619335,-41.455254641999936
130,POINT (-42.63995219599997 -13.967958250557432),1.6,121.25,80.0,82.5,1666625847000,30322,Planaltina,PLA_17,755007.0,8454593.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Planaltina S.A.,,131,BA,EOLCVBA030322-4-01,-13.967958250557432,-42.63995219599997
131,POINT (-36.74607944099995 -8.842433784712977),1.7,130.0,80.0,100.0,1666625847000,31422,Ventos de Santa Brígida VII,BR7-10,747905.0,9021818.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Santa Brigida VII Energias Renováveis S.A,,132,PE,EOLCVPE031422-6-01,-8.842433784712977,-36.74607944099995
132,POINT (-51.71719941099997 -26.57971980624431),0.6,86.6,64.6,44.0,1666625847000,28793,Água Doce,AEG 15,428612.8,7059942.0,Versão Válida,SAD69,Sim,UTM 22 S (MER -51),CENAEEL - Central Nacional de Energia Eólica S.A.,,133,SC,EOLCVSC028793-8-01,-26.57971980624431,-51.71719941099997
133,POINT (-50.297148264999976 -29.941716927183354),2.0,133.0,98.0,70.0,1666625847000,28811,Sangradouro,SG-18,567828.86,6687465.2,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos do Sul Energia S.A.,,134,RS,EOLCVRS028811-0-01,-29.941716927183354,-50.297148264999976
134,POINT (-36.90213821999998 -4.964853974837005),2.1,136.5,89.0,95.0,1666625847000,30340,Areia Branca,UG2,732621.0,9450852.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Bela Vista Geração e Comercialização de Energia S.A.,,135,RN,EOLCVRN030340-2-01,-4.964853974837005,-36.90213821999998
135,POINT (-50.25625043399997 -29.99283815918253),2.3,149.0,108.0,82.0,1666625847000,30449,Osório 3,OS3-08,571739.09,6681775.47,Versão Válida,WGS84,Sim,UTM 22 S (MER -51),Ventos do Litoral Energia S.A.,,136,RS,EOLCVRS030449-2-01,-29.99283815918253,-50.25625043399997
136,POINT (-35.39310938099993 -5.327026892825252),0.8,99.0,75.0,48.0,1666625847000,28424,RN 15 - Rio do Fogo,1.27,234773.0,9410672.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,137,RN,EOLCVRN028424-6-01,-5.327026892825252,-35.39310938099993
137,POINT (-53.40206582099995 -33.73232371412817),2.0,145.0,100.0,90.0,1666625847000,30844,Minuano I,UG6,277455.88,6264931.36,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí VI S.A.,,138,RS,EOLCVRS030844-7-01,-33.73232371412817,-53.40206582099995
138,POINT (-35.831460008999954 -5.362889710824146),1.62,130.0,80.0,100.0,1666625847000,30889,Morro dos Ventos II,7,186173.0,9406497.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos II S.A.,,139,RN,EOLCVRN030889-7-01,-5.362889710824146,-35.831460008999954
139,POINT (-42.59086795999997 -14.298867263547818),1.85,121.25,80.0,82.5,1666625847000,30752,Corrupião,COR-012,759892.0,8417870.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Corrupião S.A.,,140,BA,EOLCVBA030752-1-01,-14.298867263547818,-42.59086795999997
140,POINT (-34.97090247999995 -6.494501924787598),0.8,98.85,74.85,48.0,1666625847000,29041,Millennium,06,282043.0,9281705.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),SPE Millennium Central Geradora Eólica S.A.,,141,PB,EOLCVPB029041-6-01,-6.494501924787598,-34.97090247999995
141,POINT (-42.557206925999935 -14.269008023548674),3.0,130.0,75.0,110.0,1666625847000,31424,Vaqueta,VAQ_07,763560.0,8421137.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Vaqueta S.A.,,142,BA,EOLCVBA031424-2-01,-14.269008023548674,-42.557206925999935
142,POINT (-42.60742252799997 -14.376760654545535),1.85,121.25,80.0,82.5,1666625847000,30753,Tamanduá Mirim,TAM-56,758016.0,8409267.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Tamanduá Mirim S.A.,,143,BA,EOLCVBA030753-0-01,-14.376760654545535,-42.60742252799997
143,POINT (-41.12238783699996 -9.325041194697812),2.3499999,144.0,98.0,92.0,1666625847000,31524,Casa Nova III,CNIII-06,266881.0,8968512.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Companhia Hidroelétrica do São Francisco,,144,BA,EOLCVBA031524-9-01,-9.325041194697812,-41.12238783699996
144,POINT (-36.76015895699993 -8.816324544713755),1.7,130.0,80.0,100.0,1666625847000,31365,Ventos de Santa Brígida I,BR1-05,746373.0,9024716.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Santa Brígida I Energias Renováveis S.A.,,145,PE,EOLCVPE031365-3-01,-8.816324544713755,-36.76015895699993
145,POINT (-41.46238465899995 -11.896350226618859),2.0,126.5,78.0,97.0,1666625847000,31337,Maniçoba,Maniçoba 12,231769.0,8683719.0,Versão Válida,SIRGAS2000,Não,UTM 24 S (MER -39),Enel Green Power Maniçoba Eólica S.A.,,146,BA,EOLCVBA031337-8-01,-11.896350226618859,-41.46238465899995
146,POINT (-36.58137597399997 -6.0531317298018195),2.0,126.5,78.0,97.0,1666625847000,30625,Serra de Santana I,4,767720.0,9330326.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gestamp Eólica Serra de Santana S.A.,,147,RN,EOLCVRN030625-8-01,-6.0531317298018195,-36.58137597399997
147,POINT (-39.67715255799993 -3.008416821900922),2.1,124.0,80.0,88.0,1666625847000,28699,Icaraizinho,AEG 18,424751.0,9667452.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,,148,CE,EOLCVCE028699-0-01,-3.008416821900922,-39.67715255799993
148,POINT (-36.91960773699998 -10.808369489651936),1.5,141.45,100.0,82.9,1666625847000,30296,Barra dos Coqueiros,WT 22,727462.0,8804435.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Energen Energias Renováveis S.A.,,149,SE,EOLCVSE030296-1-01,-10.808369489651936,-36.91960773699998
149,POINT (-37.74637458099994 -4.463731130853355),2.1,124.0,80.0,88.0,1666625847000,28788,Canoa Quebrada,UGE 07,639087.86,9506495.14,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,,150,CE,EOLCVCE028788-1-01,-4.463731130853355,-37.74637458099994
150,POINT (-39.24978908099996 -3.2482906208930693),2.0,126.5,78.0,97.0,1666625847000,30911,São Jorge,SC 11,472249.0,9640959.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica São Jorge S.A.,,151,CE,EOLCVCE030911-7-01,-3.2482906208930693,-39.24978908099996
151,POINT (-55.698285761999955 -30.83930282316898),2.0,149.38,108.0,82.0,1666625847000,30349,Cerro Chato II,AEG 7,624476.3171,6587483.5374,Versão Válida,SIRGAS2000,Sim,UTM 21 S (MER -57),Eletrosul Centrais Elétricas S.A.,,152,RS,EOLCVRS030349-6-01,-30.83930282316898,-55.698285761999955
152,POINT (-50.42267236999999 -30.452542556175082),2.3,139.0,98.0,82.0,1666625847000,30334,Fazenda Rosário 3,1,555428.0,6630926.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Parques Eólicos Palmares S.A.,,153,RS,EOLCVRS030334-8-01,-30.452542556175082,-50.42267236999999
153,POINT (-42.66028489699994 -14.20538489155048),1.6,121.25,80.0,82.5,1666625847000,30324,Pindaí,PND_8,752548.0,8428337.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Pindaí S.A.,,154,BA,EOLCVBA030324-0-01,-14.20538489155048,-42.66028489699994
154,POINT (-42.54343832199993 -14.277837631548403),3.0,129.9,75.0,109.8,1666625847000,31402,Abil,ABL_01,765036.0,8420144.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Abil S.A.,,155,BA,EOLCVBA031402-1-01,-14.277837631548403,-42.54343832199993
155,POINT (-50.78395423699993 -30.26288076117811),2.7,150.0,89.0,122.0,1666625847000,31509,Pontal 2A,AERO 05,520782.0,6652065.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Enerplan Energia Eólica IV S.A.,,156,RS,EOLCVRS031509-5-01,-30.26288076117811,-50.78395423699993
156,POINT (-53.35038217799996 -33.63914536212936),1.79,130.0,80.0,100.0,1666625847000,31578,Verace 28,AGV28-06,282010.0,6275376.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo II S.A.,,157,RS,EOLCVRS031578-8-01,-33.63914536212936,-53.35038217799996
157,POINT (-39.27828535499998 -3.24483626689314),2.7,180.0,119.0,122.0,1666625847000,32011,Cacimbas 1,AG CA-03,469083.0,9641340.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Cacimbas S.A.,,158,CE,EOLCVCE032011-0-01,-3.24483626689314,-39.27828535499998
158,POINT (-41.497572574999936 -10.654957706656619),2.5,148.0,90.0,116.0,1666625847000,31740,Umburanas 02,UMB_02_10,226762.0,8821070.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 2 S.A.,,159,BA,EOLCVBA031740-3-01,-10.654957706656619,-41.497572574999936
159,POINT (-36.542069236999964 -6.030549889802557),2.0,121.5,78.0,87.0,1666625847000,30511,Calango 1,CAL1-8,772122.0,9332848.631,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Calango 1 Energia Renovável S.A.,,160,RN,EOLCVRN030511-1-01,-6.030549889802557,-36.542069236999964
