OBJECTID,POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,DATA_ATUALIZACAO,EOL_VERSAO_ID,NOME_EOL,DEN_AEG,OPERACAO,PROPRIETARIO,UF,LATITUDE,LONGITUDE
22802,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50033,Ventos de São Carlos 05,CAR05-04,False,Ventos de Sao Peregrino Energias Renovaveis LTDA.,BA,-10.168630852671626,-41.19420985599993
22803,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50032,Ventos de São Carlos 04,CAR04-05,False,Ventos de Sao Narciso Energias Renovaveis LTDA.,BA,-10.167525015671664,-41.18115656499998
22804,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50033,Ventos de São Carlos 05,CAR05-05,False,Ventos de Sao Peregrino Energias Renovaveis LTDA.,BA,-10.16699947067166,-41.193532749999974
22805,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50032,Ventos de São Carlos 04,CAR04-04,False,Ventos de Sao Narciso Energias Renovaveis LTDA.,BA,-10.165766393671703,-41.18057901299994
22806,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50033,Ventos de São Carlos 05,CAR05-06,False,Ventos de Sao Peregrino Energias Renovaveis LTDA.,BA,-10.165423106671742,-41.192737431999944
22807,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50032,Ventos de São Carlos 04,CAR04-03,False,Ventos de Sao Narciso Energias Renovaveis LTDA.,BA,-10.163999034671775,-41.179955794999955
22808,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50033,Ventos de São Carlos 05,CAR05-07,False,Ventos de Sao Peregrino Energias Renovaveis LTDA.,BA,-10.163883438671775,-41.19186026799998
22809,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50034,Ventos de São Carlos 06,CAR06-12,False,Sento Se VI Energia LTDA,BA,-10.163262610671774,-41.20625166999997
22810,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50033,Ventos de São Carlos 05,CAR05-08,False,Ventos de Sao Peregrino Energias Renovaveis LTDA.,BA,-10.16230725067182,-41.19103760099995
22811,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50032,Ventos de São Carlos 04,CAR04-02,False,Ventos de Sao Narciso Energias Renovaveis LTDA.,BA,-10.162303914671805,-41.17934219899996
22812,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50034,Ventos de São Carlos 06,CAR06-11,False,Sento Se VI Energia LTDA,BA,-10.161978995671829,-41.204938325999926
22813,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50034,Ventos de São Carlos 06,CAR06-10,False,Sento Se VI Energia LTDA,BA,-10.16084944567184,-41.20356218999996
22814,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50033,Ventos de São Carlos 05,CAR05-09,False,Ventos de Sao Peregrino Energias Renovaveis LTDA.,BA,-10.16064996167189,-41.19017790099997
22815,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50032,Ventos de São Carlos 04,CAR04-01,False,Ventos de Sao Narciso Energias Renovaveis LTDA.,BA,-10.160489844671893,-41.178946749999966
22816,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50034,Ventos de São Carlos 06,CAR06-09,False,Sento Se VI Energia LTDA,BA,-10.159747306671923,-41.202140637999946
22817,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50034,Ventos de São Carlos 06,CAR06-08,False,Sento Se VI Energia LTDA,BA,-10.158744941671914,-41.20066504299996
22818,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50031,Ventos de São Carlos 03,CAR03-10,False,Ventos de São Juan Energias Renováveis LTDA.,BA,-10.158574718671927,-41.17879693699996
22819,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50034,Ventos de São Carlos 06,CAR06-07,False,Sento Se VI Energia LTDA,BA,-10.157878931671956,-41.199071794999945
22820,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50034,Ventos de São Carlos 06,CAR06-06,False,Sento Se VI Energia LTDA,BA,-10.156751793671983,-41.19733080999998
22821,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50031,Ventos de São Carlos 03,CAR03-09,False,Ventos de São Juan Energias Renováveis LTDA.,BA,-10.156173001672,-41.17978416099993
22822,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50034,Ventos de São Carlos 06,CAR06-05,False,Sento Se VI Energia LTDA,BA,-10.155138735672061,-41.19661736399997
22823,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50035,Ventos de São Carlos 07,CAR07-12,False,Ventos de Sao Miguel Energias Renovaveis LTDA.,BA,-10.154126309672096,-41.25389847399998
22824,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50035,Ventos de São Carlos 07,CAR07-11,False,Ventos de Sao Miguel Energias Renovaveis LTDA.,BA,-10.153444884672082,-41.25047290699996
22825,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50034,Ventos de São Carlos 06,CAR06-04,False,Sento Se VI Energia LTDA,BA,-10.153370014672088,-41.196203903999965
22826,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50035,Ventos de São Carlos 07,CAR07-10,False,Ventos de Sao Miguel Energias Renovaveis LTDA.,BA,-10.153172795672125,-41.24665795299995
22827,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50035,Ventos de São Carlos 07,CAR07-09,False,Ventos de Sao Miguel Energias Renovaveis LTDA.,BA,-10.15216623867211,-41.244507228999964
22828,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50034,Ventos de São Carlos 06,CAR06-03,False,Sento Se VI Energia LTDA,BA,-10.151747913672128,-41.19549041199997
22829,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50035,Ventos de São Carlos 07,CAR07-08,False,Ventos de Sao Miguel Energias Renovaveis LTDA.,BA,-10.151232400672168,-41.24229316799995
22830,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50034,Ventos de São Carlos 06,CAR06-02,False,Sento Se VI Energia LTDA,BA,-10.15025404667221,-41.19452237599995
22831,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50035,Ventos de São Carlos 07,CAR07-07,False,Ventos de Sao Miguel Energias Renovaveis LTDA.,BA,-10.150070675672168,-41.240360315999965
22832,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50035,Ventos de São Carlos 07,CAR07-06,False,Ventos de Sao Miguel Energias Renovaveis LTDA.,BA,-10.148816132672254,-41.23878259199995
22833,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50035,Ventos de São Carlos 07,CAR07-05,False,Ventos de Sao Miguel Energias Renovaveis LTDA.,BA,-10.14866824667222,-41.23263328199994
22834,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50034,Ventos de São Carlos 06,CAR06-01,False,Sento Se VI Energia LTDA,BA,-10.148641219672232,-41.193772475999936
22835,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50035,Ventos de São Carlos 07,CAR07-04,False,Ventos de Sao Miguel Energias Renovaveis LTDA.,BA,-10.147807298672271,-41.230319425999944
22836,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57982,Ventos de São Carlos 10,CAR10-13,False,Ventos de Sao Getulio Energias Renovaveis LTDA.,BA,-10.147643674672242,-41.26213579199998
22837,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50033,Ventos de São Carlos 05,CAR05-13,False,Ventos de Sao Peregrino Energias Renovaveis LTDA.,BA,-10.147312402672272,-41.19244981399998
22838,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50035,Ventos de São Carlos 07,CAR07-03,False,Ventos de Sao Miguel Energias Renovaveis LTDA.,BA,-10.146736979672305,-41.22822306099994
22839,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57982,Ventos de São Carlos 10,CAR10-12,False,Ventos de Sao Getulio Energias Renovaveis LTDA.,BA,-10.14656385367232,-41.26013963899993
22840,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50035,Ventos de São Carlos 07,CAR07-02,False,Ventos de Sao Miguel Energias Renovaveis LTDA.,BA,-10.146397098672312,-41.22103250999993
22841,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50033,Ventos de São Carlos 05,CAR05-12,False,Ventos de Sao Peregrino Energias Renovaveis LTDA.,BA,-10.14623143667229,-41.190554145999954
22842,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57982,Ventos de São Carlos 10,CAR10-11,False,Ventos de Sao Getulio Energias Renovaveis LTDA.,BA,-10.145603072672346,-41.257916285999954
22843,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50033,Ventos de São Carlos 05,CAR05-11,False,Ventos de Sao Peregrino Energias Renovaveis LTDA.,BA,-10.145150639672334,-41.18863112299994
22844,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50035,Ventos de São Carlos 07,CAR07-01,False,Ventos de Sao Miguel Energias Renovaveis LTDA.,BA,-10.144812026672348,-41.22020059499994
22845,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57982,Ventos de São Carlos 10,CAR10-10,False,Ventos de Sao Getulio Energias Renovaveis LTDA.,BA,-10.144678862672379,-41.25562934699997
22846,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50033,Ventos de São Carlos 05,CAR05-10,False,Ventos de Sao Peregrino Energias Renovaveis LTDA.,BA,-10.144252531672361,-41.18641744099994
22847,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57982,Ventos de São Carlos 10,CAR10-09,False,Ventos de Sao Getulio Energias Renovaveis LTDA.,BA,-10.143699845672385,-41.253424130999974
22848,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57982,Ventos de São Carlos 10,CAR10-08,False,Ventos de Sao Getulio Energias Renovaveis LTDA.,BA,-10.142739198672418,-41.251173445999946
22849,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57982,Ventos de São Carlos 10,CAR10-07,False,Ventos de Sao Getulio Energias Renovaveis LTDA.,BA,-10.141759770672454,-41.24902297999995
22850,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57982,Ventos de São Carlos 10,CAR10-06,False,Ventos de Sao Getulio Energias Renovaveis LTDA.,BA,-10.140615715672492,-41.24715415299995
22851,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57982,Ventos de São Carlos 10,CAR10-05,False,Ventos de Sao Getulio Energias Renovaveis LTDA.,BA,-10.139315575672523,-41.245639997999945
22852,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57982,Ventos de São Carlos 10,CAR10-04,False,Ventos de Sao Getulio Energias Renovaveis LTDA.,BA,-10.137933215672586,-41.24425298799997
22853,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57985,Ventos de São Carlos 11,CAR11-01,False,Ventos de São Jordão Energias Renováveis LTDA.,BA,-10.13691602367261,-41.25684291799996
22854,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57982,Ventos de São Carlos 10,CAR10-03,False,Ventos de Sao Getulio Energias Renovaveis LTDA.,BA,-10.136578458672625,-41.24279320699998
22855,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57982,Ventos de São Carlos 10,CAR10-02,False,Ventos de Sao Getulio Energias Renovaveis LTDA.,BA,-10.135232791672653,-41.24132438099997
22856,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57985,Ventos de São Carlos 11,CAR11-02,False,Ventos de São Jordão Energias Renováveis LTDA.,BA,-10.1342274226727,-41.25484472199997
22857,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57982,Ventos de São Carlos 10,CAR10-01,False,Ventos de Sao Getulio Energias Renovaveis LTDA.,BA,-10.133850592672719,-41.23991004299995
22858,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57983,Ventos de São Carlos 09,CAR09-12,False,Ventos de Sao Xisto Energias Renovaveis LTDA.,BA,-10.132522920672757,-41.238450486999966
22859,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57985,Ventos de São Carlos 11,CAR11-03,False,Ventos de São Jordão Energias Renováveis LTDA.,BA,-10.132427566672765,-41.25371931399996
22860,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57983,Ventos de São Carlos 09,CAR09-11,False,Ventos de Sao Xisto Energias Renovaveis LTDA.,BA,-10.131140889672754,-41.237008808999974
22861,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57985,Ventos de São Carlos 11,CAR11-04,False,Ventos de São Jordão Energias Renováveis LTDA.,BA,-10.130764079672783,-41.25247629299997
22862,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57983,Ventos de São Carlos 09,CAR09-10,False,Ventos de Sao Xisto Energias Renovaveis LTDA.,BA,-10.129758662672824,-41.235594506999966
22863,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50036,Ventos de São Carlos 08,CAR08-01,False,Ventos de São Ranieri Energias Renováveis LTDA.,BA,-10.12969500667282,-41.220990406999924
22864,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57985,Ventos de São Carlos 11,CAR11-05,False,Ventos de São Jordão Energias Renováveis LTDA.,BA,-10.129290309672816,-41.25124372999994
22865,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57983,Ventos de São Carlos 09,CAR09-09,False,Ventos de Sao Xisto Energias Renovaveis LTDA.,BA,-10.128431335672861,-41.234080259999985
22866,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50036,Ventos de São Carlos 08,CAR08-02,False,Ventos de São Ranieri Energias Renováveis LTDA.,BA,-10.128165690672862,-41.21993089699998
22867,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57985,Ventos de São Carlos 11,CAR11-06,False,Ventos de São Jordão Energias Renováveis LTDA.,BA,-10.127825132672866,-41.25007508999994
22868,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50036,Ventos de São Carlos 08,CAR08-03,False,Ventos de São Ranieri Energias Renováveis LTDA.,BA,-10.12720495867288,-41.21631214499996
22869,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57983,Ventos de São Carlos 09,CAR09-08,False,Ventos de Sao Xisto Energias Renovaveis LTDA.,BA,-10.127058128672932,-41.23266604499998
22870,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57985,Ventos de São Carlos 11,CAR11-07,False,Ventos de São Jordão Energias Renováveis LTDA.,BA,-10.126333023672935,-41.24887890799994
22871,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57983,Ventos de São Carlos 09,CAR09-07,False,Ventos de Sao Xisto Energias Renovaveis LTDA.,BA,-10.12570317467295,-41.231224603999976
22872,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50036,Ventos de São Carlos 08,CAR08-04,False,Ventos de São Ranieri Energias Renováveis LTDA.,BA,-10.125630062672963,-41.215307080999935
22873,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57985,Ventos de São Carlos 11,CAR11-08,False,Ventos de São Jordão Energias Renováveis LTDA.,BA,-10.124885908672962,-41.24771041599996
22874,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57983,Ventos de São Carlos 09,CAR09-06,False,Ventos de Sao Xisto Energias Renovaveis LTDA.,BA,-10.124375261672983,-41.229792481999944
22875,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50036,Ventos de São Carlos 08,CAR08-05,False,Ventos de São Ranieri Energias Renováveis LTDA.,BA,-10.12405473167298,-41.21436587599993
22876,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50036,Ventos de São Carlos 08,CAR08-06,False,Ventos de São Ranieri Energias Renováveis LTDA.,BA,-10.12248917067302,-41.21331528999997
22877,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57985,Ventos de São Carlos 11,CAR11-09,False,Ventos de São Jordão Energias Renováveis LTDA.,BA,-10.121530932673105,-41.24931063699995
22878,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50036,Ventos de São Carlos 08,CAR08-07,False,Ventos de São Ranieri Energias Renováveis LTDA.,BA,-10.120896121673118,-41.212319255999944
22879,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57985,Ventos de São Carlos 11,CAR11-10,False,Ventos de São Jordão Energias Renováveis LTDA.,BA,-10.119396274673129,-41.24956028199994
22880,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50036,Ventos de São Carlos 08,CAR08-08,False,Ventos de São Ranieri Energias Renováveis LTDA.,BA,-10.119357416673141,-41.21130536199996
22881,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57983,Ventos de São Carlos 09,CAR09-05,False,Ventos de Sao Xisto Energias Renovaveis LTDA.,BA,-10.11778257967317,-41.23170802299995
22882,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57984,Ventos de São Carlos 12,CAR12-01,False,Ventos de São Nicolau Energias Renováveis LTDA.,BA,-10.116952532673224,-41.25007228599998
22883,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57983,Ventos de São Carlos 09,CAR09-04,False,Ventos de Sao Xisto Energias Renovaveis LTDA.,BA,-10.116300156673239,-41.230402571999946
22884,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57984,Ventos de São Carlos 12,CAR12-02,False,Ventos de São Nicolau Energias Renováveis LTDA.,BA,-10.114818748673269,-41.25019423999999
22885,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57983,Ventos de São Carlos 09,CAR09-03,False,Ventos de Sao Xisto Energias Renovaveis LTDA.,BA,-10.114808687673255,-41.229097071999945
22886,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57983,Ventos de São Carlos 09,CAR09-02,False,Ventos de Sao Xisto Energias Renovaveis LTDA.,BA,-10.113263355673329,-41.22773648599997
22887,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57984,Ventos de São Carlos 12,CAR12-03,False,Ventos de São Nicolau Energias Renováveis LTDA.,BA,-10.11277658767337,-41.250134414999934
22888,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57983,Ventos de São Carlos 09,CAR09-01,False,Ventos de Sao Xisto Energias Renovaveis LTDA.,BA,-10.111725942673383,-41.22654014699998
22889,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57984,Ventos de São Carlos 12,CAR12-04,False,Ventos de São Nicolau Energias Renováveis LTDA.,BA,-10.110679888673387,-41.250119816999984
22890,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50036,Ventos de São Carlos 08,CAR08-12,False,Ventos de São Ranieri Energias Renováveis LTDA.,BA,-10.110289046673458,-41.22518033399996
22891,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50036,Ventos de São Carlos 08,CAR08-11,False,Ventos de São Ranieri Energias Renováveis LTDA.,BA,-10.108751926673476,-41.22393841699994
22892,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57984,Ventos de São Carlos 12,CAR12-05,False,Ventos de São Nicolau Energias Renováveis LTDA.,BA,-10.1087295966735,-41.24984173699994
22893,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57984,Ventos de São Carlos 12,CAR12-06,False,Ventos de São Nicolau Energias Renováveis LTDA.,BA,-10.107118175673543,-41.248909321999975
22894,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50036,Ventos de São Carlos 08,CAR08-10,False,Ventos de São Ranieri Energias Renováveis LTDA.,BA,-10.107112984673533,-41.22305153099995
22895,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57984,Ventos de São Carlos 12,CAR12-07,False,Ventos de São Nicolau Energias Renováveis LTDA.,BA,-10.105514916673554,-41.24810466399998
22896,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,50036,Ventos de São Carlos 08,CAR08-09,False,Ventos de São Ranieri Energias Renováveis LTDA.,BA,-10.105492112673595,-41.222164778999975
22897,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57984,Ventos de São Carlos 12,CAR12-08,False,Ventos de São Nicolau Energias Renováveis LTDA.,BA,-10.103950167673597,-41.246953694999945
22898,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57984,Ventos de São Carlos 12,CAR12-09,False,Ventos de São Nicolau Energias Renováveis LTDA.,BA,-10.102732133673662,-41.245321745999945
22899,0.0042,180.0,105.0,150.0,2024-03-11 15:21:31,57984,Ventos de São Carlos 12,CAR12-10,False,Ventos de São Nicolau Energias Renováveis LTDA.,BA,-10.101478123673667,-41.24366219799998
22900,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50072,Ventos de Santa Dulce 12,DUL12-14,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.504385610692262,-38.78108153499994
22901,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50072,Ventos de Santa Dulce 12,DUL12-13,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.50192531969231,-38.78090088099999
22902,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50072,Ventos de Santa Dulce 12,DUL12-12,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.499483099692407,-38.78069288599994
22903,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50072,Ventos de Santa Dulce 12,DUL12-11,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.497022818692459,-38.78053045799993
22904,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50072,Ventos de Santa Dulce 12,DUL12-10,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.494634883692527,-38.780349763999936
22905,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50072,Ventos de Santa Dulce 12,DUL12-09,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.492093272692642,-38.780305829999975
22906,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50072,Ventos de Santa Dulce 12,DUL12-08,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.48966012469269,-38.78014338999998
22907,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50072,Ventos de Santa Dulce 12,DUL12-07,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.487344461692777,-38.77982599899996
22908,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50072,Ventos de Santa Dulce 12,DUL12-06,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.484929528692838,-38.779863980999956
22909,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50072,Ventos de Santa Dulce 12,DUL12-05,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.482469347692914,-38.779865549999954
22910,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50072,Ventos de Santa Dulce 12,DUL12-04,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.480117641692976,-38.77976683599997
22911,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50072,Ventos de Santa Dulce 12,DUL12-03,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.477811159693047,-38.77966809399993
22912,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50072,Ventos de Santa Dulce 12,DUL12-02,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.47545945269312,-38.77956938199997
22913,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50072,Ventos de Santa Dulce 12,DUL12-01,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.473152969693214,-38.77947064199998
22914,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50071,Ventos de Santa Dulce 11,DUL11-14,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.4704215356933,-38.77961814499997
22915,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50071,Ventos de Santa Dulce 11,DUL11-13,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.467997366693377,-38.77935550099994
22916,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50071,Ventos de Santa Dulce 11,DUL11-12,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.465591452693449,-38.779357034999975
22917,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50071,Ventos de Santa Dulce 11,DUL11-11,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.463312068693494,-38.779203621999955
22918,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50071,Ventos de Santa Dulce 11,DUL11-10,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.460996561693582,-38.77914133099995
22919,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50071,Ventos de Santa Dulce 11,DUL11-09,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.45874429369364,-38.77896057399994
22920,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50071,Ventos de Santa Dulce 11,DUL11-08,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.45649201969371,-38.77877070899996
22921,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50071,Ventos de Santa Dulce 11,DUL11-07,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.4542125996938,-38.778562643999976
22922,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50071,Ventos de Santa Dulce 11,DUL11-06,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.451914997693875,-38.77820883999993
22923,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50071,Ventos de Santa Dulce 11,DUL11-05,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.449409726693935,-38.77842907199994
22924,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50071,Ventos de Santa Dulce 11,DUL11-04,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.437473957694317,-38.79911451899994
22925,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50071,Ventos de Santa Dulce 11,DUL11-03,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.435637218694376,-38.79799515999997
22926,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50071,Ventos de Santa Dulce 11,DUL11-02,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.433863879694426,-38.79703062899995
22927,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50071,Ventos de Santa Dulce 11,DUL11-01,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.432108626694482,-38.79606609799998
22928,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50070,Ventos de Santa Dulce 10,DUL10-14,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.430271926694576,-38.79502875199995
22929,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50070,Ventos de Santa Dulce 10,DUL10-13,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.42856174369463,-38.793809162999935
22930,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50070,Ventos de Santa Dulce 10,DUL10-12,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.426752095694685,-38.79264429899996
22931,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50070,Ventos de Santa Dulce 10,DUL10-11,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.425023691694731,-38.79121524199996
22932,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50070,Ventos de Santa Dulce 10,DUL10-10,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.423213948694764,-38.78990466199997
22933,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50070,Ventos de Santa Dulce 10,DUL10-09,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.421458540694807,-38.78871247699993
22934,0.0062,200.0,115.0,170.0,2024-03-11 15:21:31,50070,Ventos de Santa Dulce 10,DUL10-08,False,Ventos de Santa Dulce Energias Renováveis S.A,BA,-9.4198929106949,-38.787256034999984
